year,purCO2LULUCF
2020,1.592
2021,4.976825273909224
2022,7.869516244455683
2023,10.269481054789905
2024,12.210741235415016
2025,13.68504069998972
2026,14.772937042546904
2027,15.494812249612876
2028,15.874850579084628
2029,15.949307268591477
2030,15.734821915925064
2031,15.253245554919406
2032,14.534486983938471
2033,13.603031882134456
2034,12.481936241087489
2035,11.19648308028529
2036,9.904810194785455
2037,8.616777090652555
2038,7.267013023588309
2039,5.909371049955066
2040,4.665673822273057
2041,3.478140426487002
2042,2.2817848337207494
2043,1.0852148534429986
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
