year,purCO2LULUCF
2020,0.8896000000000003
2021,3.0508582390084324
2022,4.861097565185632
2023,6.353485711136626
2024,7.553201605569041
2025,8.497131741356789
2026,9.198499122620095
2027,9.677425002243233
2028,9.952638655850508
2029,10.032871250902986
2030,9.929755428313243
2031,9.660949659842398
2032,9.24716499623077
2033,8.727736103302924
2034,8.109724567054439
2035,7.434060881116967
2036,6.748220424647391
2037,6.037808270705696
2038,5.323191028560968
2039,4.610425831723491
2040,3.975711544597125
2041,3.3627777379074715
2042,2.731593231890905
2043,2.11743543442541
2044,1.4583865294802223
2045,0.8774603907090501
2046,0.18552334773312396
2047,0.0
2048,0.0
2049,0.0
2050,0.0
