year,purCO2LULUCF
2020,1.112
2021,3.6963847680315016
2022,5.876874011327599
2023,7.687527082923671
2024,9.148846083688243
2025,10.235447864501275
2026,10.97025883832142
2027,11.386561111359747
2028,11.533292478286473
2029,11.341742132973016
2030,10.917682356593158
2031,10.297976472417432
2032,9.508417883571369
2033,8.610949429169098
2034,7.681279741400264
2035,6.696274697349605
2036,5.679117289604232
2037,4.722147792498994
2038,3.757798192304275
2039,2.792491426854994
2040,1.9129749289041875
2041,1.0611647356290277
2042,0.4309563169715922
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
