year,purCO2LULUCF
2020,1.112
2021,3.6033970919329787
2022,5.681743795049931
2023,7.3927877467745
2024,8.756720097585536
2025,9.799244670821906
2026,10.462244310324657
2027,10.840713683433837
2028,10.959230649309639
2029,10.826211035725079
2030,10.465475894895835
2031,9.899504702370429
2032,9.144474516096935
2033,8.242316386266223
2034,7.214310909765118
2035,6.089729113218343
2036,4.988834148539656
2037,3.8499887964349924
2038,2.7540881576676846
2039,1.7019979151710167
2040,0.8116003322335139
2041,0.19834556448951446
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
