*,*,Value
2020,DE1,256693.49399999998
2020,DE2,253828.11
2020,DE3,90.13199999999999
2020,DE4,16171.8
2020,DE5,64.62
2020,DE6,332.05799999999994
2020,DE7,231534.426
2020,DE8,49060.278
2020,DE9,115842.51599999999
2020,DEA,140409.522
2020,DEB,184234.62600000002
2020,DEC,21450.018
2020,DEE,27883.001999999997
2020,DED,17524.32
2020,DEF,32371.914
2020,DEG,88599.654
