*,*,Value
2020,DE1,513386.98799999995
2020,DE2,507656.22
2020,DE3,180.26399999999998
2020,DE4,32343.6
2020,DE5,129.24
2020,DE6,664.1159999999999
2020,DE7,463068.852
2020,DE8,98120.556
2020,DE9,231685.03199999998
2020,DEA,280819.044
2020,DEB,368469.25200000004
2020,DEC,42900.036
2020,DEE,55766.00399999999
2020,DED,35048.64
2020,DEF,64743.828
2020,DEG,177199.308
