year,purCO2LULUCF
2020,1.112
2021,3.259766235716432
2022,4.97240157379432
2023,6.2738850656368506
2024,7.185906368743426
2025,7.72903208206121
2026,7.929611429077325
2027,7.824939852257072
2028,7.411848715179335
2029,6.721084949231384
2030,5.783267442990468
2031,4.66263730893356
2032,3.4035582886146614
2033,2.1928578142637463
2034,1.3242591498892224
2035,0.49199246668825225
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
