year,purCO2LULUCF
2020,1.356
2021,4.284270019484023
2022,6.850526795887006
2023,9.047861177491196
2024,10.905154485181436
2025,12.461109796975524
2026,13.737208846737566
2027,14.750198317432215
2028,15.528776812118185
2029,16.089202208609898
2030,16.442694165127328
2031,16.61031765242067
2032,16.61668174173854
2033,16.481809398144357
2034,16.228285397881205
2035,15.892889452261473
2036,15.496590746227957
2037,15.083098369909479
2038,14.698065940620198
2039,14.345419842373005
2040,14.091511409483676
2041,13.875441318930369
2042,13.696392883182394
2043,13.509331732995474
2044,13.260125442988379
2045,12.96047963585011
2046,12.586982770608994
2047,12.088438315073454
2048,11.416186187207451
2049,11.137783116888109
2050,10.927237346919245
