year,purCO2LULUCF
2020,1.112
2021,3.584373611474465
2022,5.669916376020089
2023,7.390326215203492
2024,8.762223365281
2025,9.809510460870966
2026,10.552075108940748
2027,11.006331983925818
2028,11.203425782338174
2029,11.15685148625091
2030,10.881391277328712
2031,10.396217195758435
2032,9.720841236309589
2033,8.88853521654311
2034,7.911293103648685
2035,6.825410930201041
2036,5.651963694918514
2037,4.445332860614439
2038,3.26374910191425
2039,2.100602178590691
2040,1.1789995732182739
2041,0.25903121139323915
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
