year,purCO2LULUCF
2020,1.112
2021,3.588138881637801
2022,5.589819968542577
2023,7.228620676640691
2024,8.524106261272873
2025,9.498098716960428
2026,10.170578393007608
2027,10.55817752302009
2028,10.686541659174496
2029,10.572434155875326
2030,10.233782062938502
2031,9.634256157290991
2032,8.846353558934286
2033,7.889879984237417
2034,6.789925657889185
2035,5.598029661470534
2036,4.370269705765555
2037,3.1007487895340162
2038,1.857862871087562
2039,0.9351524831442646
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
