year,purCO2LULUCF
2020,1.112
2021,3.73059501368086
2022,5.975997616766572
2023,7.837563698776863
2024,9.360105464098803
2025,10.541262115134916
2026,11.358629015496714
2027,11.897825821423435
2028,12.1875822288243
2029,12.2437369652241
2030,12.081037128796684
2031,11.608507346288878
2032,10.945335939400223
2033,10.106232656380962
2034,9.123438058146215
2035,8.066156689414811
2036,7.050977841126617
2037,6.001832287148083
2038,4.963543954515188
2039,3.919389005165119
2040,2.93110626077225
2041,1.976244094473362
2042,1.072578663784011
2043,0.1318744673643728
2044,0.0
2045,0.0
2046,0.0
2047,0.0429580029452481
2048,0.0
2049,0.0
2050,0.0
