year,purCO2LULUCF
2020,1.112
2021,3.7744615680315015
2022,6.066571771232348
2023,8.008741594157692
2024,9.61944812659739
2025,10.919205318162906
2026,11.927702935379314
2027,12.662774022053377
2028,13.126191461016784
2029,13.350785009411785
2030,13.34600005325763
2031,13.134129376218722
2032,12.744782035161565
2033,12.1976170062696
2034,11.493260635423432
2035,10.670860235665216
2036,9.759816118128047
2037,8.786328130924819
2038,7.7913295267018015
2039,6.774585308363683
2040,5.766722335620599
2041,4.751283916343237
2042,3.7261739148664574
2043,2.8782364433809917
2044,1.9606780867321802
2045,1.0247825468743414
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
