year,purCO2LULUCF
2020,1.112
2021,3.7346215680315016
2022,5.9739350081887945
2023,7.851638242038497
2024,9.385561401616648
2025,10.597608338602473
2026,11.508034538502459
2027,12.13338204138643
2028,12.502380543163596
2029,12.63086877135875
2030,12.533593824145743
2031,12.120914780441675
2032,11.519436535051382
2033,10.749352992798045
2034,9.83566778921745
2035,8.814383280785133
2036,7.7067562558683775
2037,6.6516688192257405
2038,5.611163253296702
2039,4.5690361365948355
2040,3.567523611890145
2041,2.5632215807136767
2042,1.5759803908581205
2043,0.7792486193905894
2044,0.01710504153733794
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
