year,purCO2LULUCF
2020,0.8680000000000002
2021,3.110222352047252
2022,4.959979275326746
2023,6.438764048510273
2024,7.564202160739049
2025,8.357992820797474
2026,8.84018687129721
2027,9.027121709413253
2028,8.947322388159995
2029,8.616422992167402
2030,8.04896597671449
2031,7.2638707464501415
2032,6.2802895502761125
2033,5.118211650120788
2034,3.8024360386251246
2035,2.714277576189385
2036,1.52443887615701
2037,0.25183934317685797
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
