year,purCO2LULUCF
2020,1.112
2021,3.862318812813391
2022,6.2225215822105495
2023,8.231057587239096
2024,9.852094819636177
2025,11.130346049851429
2026,12.094605809973324
2027,12.780863681807215
2028,13.21793121842025
2029,13.421729004495148
2030,13.407085995363692
2031,13.19290867493064
2032,12.798427222053453
2033,12.238433242140312
2034,11.54524915326427
2035,10.75917851429181
2036,9.896258159341265
2037,9.000357876426754
2038,8.116383449742173
2039,7.2276928983826565
2040,6.396260860184974
2041,5.600001631581183
2042,4.856363060180438
2043,4.07719150180079
2044,3.2238672003375264
2045,2.2722539476548853
2046,1.4238206022610171
2047,0.4270690515649562
2048,0.0
2049,0.0
2050,0.0
