year,purCO2LULUCF
2020,1.112
2021,3.6865669180771636
2022,5.854574521062297
2023,7.641660304717432
2024,9.087611609680135
2025,10.211491304714166
2026,11.03774400867473
2027,11.579170870842987
2028,11.8567139310031
2029,11.898723527927585
2030,11.72016661125365
2031,11.339616262030793
2032,10.843728995075367
2033,10.240854774253375
2034,9.50154724356052
2035,8.644462096139268
2036,7.697931835066637
2037,6.689616005973111
2038,5.644157902044718
2039,4.587385803139959
2040,3.5931882579436127
2041,2.639026960288593
2042,1.705720213446817
2043,0.762143577853255
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
