Year,Region,InitialAgriArea
2020,DE1,1583586.5900000003
2020,DE2,3452834.2300000004
2020,DE3,3224.330000000001
2020,DE4,1365403.86
2020,DE5,10366.54
2020,DE6,17027.469999999998
2020,DE7,890517.4700000003
2020,DE8,1506374.1999999997
2020,DE9,2851123.0100000002
2020,DEA,1654641.5100000002
2020,DEB,823305.0400000003
2020,DEC,87543.46
2020,DEE,1262738.3199999998
2020,DED,939655.34
2020,DEF,1088800.6400000001
2020,DEG,870449.53
