year,purCO2LULUCF
2020,1.112
2021,3.6983348034997725
2022,5.909906045922911
2023,7.739599932656839
2024,9.216093141691573
2025,10.351412645849987
2026,11.107779546211777
2027,11.576216352138504
2028,11.865737023794043
2029,11.921634796098008
2030,11.754924684375538
2031,11.386467016482001
2032,10.8406662207712
2033,10.13734061941172
2034,9.298870345751814
2035,8.36183046820906
2036,7.346985528831421
2037,6.297839974852888
2038,5.259551642219996
2039,4.236089381501824
2040,3.2936265018427093
2041,2.3710684578679206
2042,1.4700424541359425
2043,0.7621435778532586
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
