year,purCO2LULUCF
2020,1.112
2021,3.6910455680315017
2022,5.879319050677818
2023,7.698489059821627
2024,9.169521920054702
2025,10.314403913334537
2026,11.154111008689952
2027,11.71707216615733
2028,12.010829385349815
2029,11.875456503368502
2030,11.507736867339624
2031,10.963284747908958
2032,10.257876967379012
2033,9.480063863395882
2034,8.640745749429424
2035,7.75389970165919
2036,6.792436914582019
2037,5.728398331264593
2038,4.610208918879369
2039,3.501155320076979
2040,2.4437945975947706
2041,1.4915970585051213
2042,0.6798380220271731
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
