year,purCO2LULUCF
2020,0.8896000000000003
2021,3.0508582390084324
2022,4.906686973583588
2023,6.399075119534583
2024,7.598791013966998
2025,8.540573768221414
2026,9.241941149484719
2027,9.715675874044347
2028,9.986512578281797
2029,10.066745173334276
2030,9.963629350744533
2031,9.694266114585549
2032,9.279300569428726
2033,8.734791713660261
2034,8.079360356846014
2035,7.345822243621175
2036,6.551182592251299
2037,5.735186526188006
2038,4.939232557595416
2039,4.163530213260243
2040,3.4708617968297446
2041,2.797837056559846
2042,2.2867213232538433
2043,1.766734776231278
2044,1.1900060943682504
2045,0.5408005460100043
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
