year,purCO2LULUCF
2020,1.112
2021,3.5897818816378013
2022,5.6864487150439755
2023,7.423616564627208
2024,8.720123754722191
2025,9.694116210409742
2026,10.366789165501219
2027,10.75460280290851
2028,10.885969225637572
2029,10.776859811450086
2030,10.438207718513262
2031,9.890791417524532
2032,9.158933479679781
2033,8.264582756822431
2034,7.227872587212772
2035,6.085296182110444
2036,4.857536226405468
2037,3.588015310173926
2038,2.321809412204402
2039,1.3990990242611048
2040,0.4639465411168402
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
